index,audio,annotation,txt,targets,num_events
12,soundscape_00012/soundscape_00012.wav,soundscape_00012/soundscape_00012.jams,soundscape_00012/soundscape_00012.txt,soundscape_00012/soundscape_00012_targets.json,8
13,soundscape_00013/soundscape_00013.wav,soundscape_00013/soundscape_00013.jams,soundscape_00013/soundscape_00013.txt,soundscape_00013/soundscape_00013_targets.json,10
14,soundscape_00014/soundscape_00014.wav,soundscape_00014/soundscape_00014.jams,soundscape_00014/soundscape_00014.txt,soundscape_00014/soundscape_00014_targets.json,5
15,soundscape_00015/soundscape_00015.wav,soundscape_00015/soundscape_00015.jams,soundscape_00015/soundscape_00015.txt,soundscape_00015/soundscape_00015_targets.json,10
16,soundscape_00016/soundscape_00016.wav,soundscape_00016/soundscape_00016.jams,soundscape_00016/soundscape_00016.txt,soundscape_00016/soundscape_00016_targets.json,8
17,soundscape_00017/soundscape_00017.wav,soundscape_00017/soundscape_00017.jams,soundscape_00017/soundscape_00017.txt,soundscape_00017/soundscape_00017_targets.json,9
18,soundscape_00018/soundscape_00018.wav,soundscape_00018/soundscape_00018.jams,soundscape_00018/soundscape_00018.txt,soundscape_00018/soundscape_00018_targets.json,10
19,soundscape_00019/soundscape_00019.wav,soundscape_00019/soundscape_00019.jams,soundscape_00019/soundscape_00019.txt,soundscape_00019/soundscape_00019_targets.json,8
20,soundscape_00020/soundscape_00020.wav,soundscape_00020/soundscape_00020.jams,soundscape_00020/soundscape_00020.txt,soundscape_00020/soundscape_00020_targets.json,10
21,soundscape_00021/soundscape_00021.wav,soundscape_00021/soundscape_00021.jams,soundscape_00021/soundscape_00021.txt,soundscape_00021/soundscape_00021_targets.json,6
22,soundscape_00022/soundscape_00022.wav,soundscape_00022/soundscape_00022.jams,soundscape_00022/soundscape_00022.txt,soundscape_00022/soundscape_00022_targets.json,9
23,soundscape_00023/soundscape_00023.wav,soundscape_00023/soundscape_00023.jams,soundscape_00023/soundscape_00023.txt,soundscape_00023/soundscape_00023_targets.json,5
24,soundscape_00024/soundscape_00024.wav,soundscape_00024/soundscape_00024.jams,soundscape_00024/soundscape_00024.txt,soundscape_00024/soundscape_00024_targets.json,7
25,soundscape_00025/soundscape_00025.wav,soundscape_00025/soundscape_00025.jams,soundscape_00025/soundscape_00025.txt,soundscape_00025/soundscape_00025_targets.json,8
26,soundscape_00026/soundscape_00026.wav,soundscape_00026/soundscape_00026.jams,soundscape_00026/soundscape_00026.txt,soundscape_00026/soundscape_00026_targets.json,10
27,soundscape_00027/soundscape_00027.wav,soundscape_00027/soundscape_00027.jams,soundscape_00027/soundscape_00027.txt,soundscape_00027/soundscape_00027_targets.json,5
28,soundscape_00028/soundscape_00028.wav,soundscape_00028/soundscape_00028.jams,soundscape_00028/soundscape_00028.txt,soundscape_00028/soundscape_00028_targets.json,8
29,soundscape_00029/soundscape_00029.wav,soundscape_00029/soundscape_00029.jams,soundscape_00029/soundscape_00029.txt,soundscape_00029/soundscape_00029_targets.json,10
30,soundscape_00030/soundscape_00030.wav,soundscape_00030/soundscape_00030.jams,soundscape_00030/soundscape_00030.txt,soundscape_00030/soundscape_00030_targets.json,5
31,soundscape_00031/soundscape_00031.wav,soundscape_00031/soundscape_00031.jams,soundscape_00031/soundscape_00031.txt,soundscape_00031/soundscape_00031_targets.json,8
32,soundscape_00032/soundscape_00032.wav,soundscape_00032/soundscape_00032.jams,soundscape_00032/soundscape_00032.txt,soundscape_00032/soundscape_00032_targets.json,10
33,soundscape_00033/soundscape_00033.wav,soundscape_00033/soundscape_00033.jams,soundscape_00033/soundscape_00033.txt,soundscape_00033/soundscape_00033_targets.json,10
34,soundscape_00034/soundscape_00034.wav,soundscape_00034/soundscape_00034.jams,soundscape_00034/soundscape_00034.txt,soundscape_00034/soundscape_00034_targets.json,5
35,soundscape_00035/soundscape_00035.wav,soundscape_00035/soundscape_00035.jams,soundscape_00035/soundscape_00035.txt,soundscape_00035/soundscape_00035_targets.json,5
36,soundscape_00036/soundscape_00036.wav,soundscape_00036/soundscape_00036.jams,soundscape_00036/soundscape_00036.txt,soundscape_00036/soundscape_00036_targets.json,7
37,soundscape_00037/soundscape_00037.wav,soundscape_00037/soundscape_00037.jams,soundscape_00037/soundscape_00037.txt,soundscape_00037/soundscape_00037_targets.json,5
38,soundscape_00038/soundscape_00038.wav,soundscape_00038/soundscape_00038.jams,soundscape_00038/soundscape_00038.txt,soundscape_00038/soundscape_00038_targets.json,6
39,soundscape_00039/soundscape_00039.wav,soundscape_00039/soundscape_00039.jams,soundscape_00039/soundscape_00039.txt,soundscape_00039/soundscape_00039_targets.json,10
40,soundscape_00040/soundscape_00040.wav,soundscape_00040/soundscape_00040.jams,soundscape_00040/soundscape_00040.txt,soundscape_00040/soundscape_00040_targets.json,8
41,soundscape_00041/soundscape_00041.wav,soundscape_00041/soundscape_00041.jams,soundscape_00041/soundscape_00041.txt,soundscape_00041/soundscape_00041_targets.json,8
42,soundscape_00042/soundscape_00042.wav,soundscape_00042/soundscape_00042.jams,soundscape_00042/soundscape_00042.txt,soundscape_00042/soundscape_00042_targets.json,5
43,soundscape_00043/soundscape_00043.wav,soundscape_00043/soundscape_00043.jams,soundscape_00043/soundscape_00043.txt,soundscape_00043/soundscape_00043_targets.json,8
44,soundscape_00044/soundscape_00044.wav,soundscape_00044/soundscape_00044.jams,soundscape_00044/soundscape_00044.txt,soundscape_00044/soundscape_00044_targets.json,9
45,soundscape_00045/soundscape_00045.wav,soundscape_00045/soundscape_00045.jams,soundscape_00045/soundscape_00045.txt,soundscape_00045/soundscape_00045_targets.json,10
46,soundscape_00046/soundscape_00046.wav,soundscape_00046/soundscape_00046.jams,soundscape_00046/soundscape_00046.txt,soundscape_00046/soundscape_00046_targets.json,8
47,soundscape_00047/soundscape_00047.wav,soundscape_00047/soundscape_00047.jams,soundscape_00047/soundscape_00047.txt,soundscape_00047/soundscape_00047_targets.json,5
48,soundscape_00048/soundscape_00048.wav,soundscape_00048/soundscape_00048.jams,soundscape_00048/soundscape_00048.txt,soundscape_00048/soundscape_00048_targets.json,5
49,soundscape_00049/soundscape_00049.wav,soundscape_00049/soundscape_00049.jams,soundscape_00049/soundscape_00049.txt,soundscape_00049/soundscape_00049_targets.json,5
50,soundscape_00050/soundscape_00050.wav,soundscape_00050/soundscape_00050.jams,soundscape_00050/soundscape_00050.txt,soundscape_00050/soundscape_00050_targets.json,9
51,soundscape_00051/soundscape_00051.wav,soundscape_00051/soundscape_00051.jams,soundscape_00051/soundscape_00051.txt,soundscape_00051/soundscape_00051_targets.json,7
52,soundscape_00052/soundscape_00052.wav,soundscape_00052/soundscape_00052.jams,soundscape_00052/soundscape_00052.txt,soundscape_00052/soundscape_00052_targets.json,10
53,soundscape_00053/soundscape_00053.wav,soundscape_00053/soundscape_00053.jams,soundscape_00053/soundscape_00053.txt,soundscape_00053/soundscape_00053_targets.json,9
54,soundscape_00054/soundscape_00054.wav,soundscape_00054/soundscape_00054.jams,soundscape_00054/soundscape_00054.txt,soundscape_00054/soundscape_00054_targets.json,6
55,soundscape_00055/soundscape_00055.wav,soundscape_00055/soundscape_00055.jams,soundscape_00055/soundscape_00055.txt,soundscape_00055/soundscape_00055_targets.json,10
56,soundscape_00056/soundscape_00056.wav,soundscape_00056/soundscape_00056.jams,soundscape_00056/soundscape_00056.txt,soundscape_00056/soundscape_00056_targets.json,7
57,soundscape_00057/soundscape_00057.wav,soundscape_00057/soundscape_00057.jams,soundscape_00057/soundscape_00057.txt,soundscape_00057/soundscape_00057_targets.json,5
58,soundscape_00058/soundscape_00058.wav,soundscape_00058/soundscape_00058.jams,soundscape_00058/soundscape_00058.txt,soundscape_00058/soundscape_00058_targets.json,8
59,soundscape_00059/soundscape_00059.wav,soundscape_00059/soundscape_00059.jams,soundscape_00059/soundscape_00059.txt,soundscape_00059/soundscape_00059_targets.json,9
60,soundscape_00060/soundscape_00060.wav,soundscape_00060/soundscape_00060.jams,soundscape_00060/soundscape_00060.txt,soundscape_00060/soundscape_00060_targets.json,6
61,soundscape_00061/soundscape_00061.wav,soundscape_00061/soundscape_00061.jams,soundscape_00061/soundscape_00061.txt,soundscape_00061/soundscape_00061_targets.json,7
62,soundscape_00062/soundscape_00062.wav,soundscape_00062/soundscape_00062.jams,soundscape_00062/soundscape_00062.txt,soundscape_00062/soundscape_00062_targets.json,7
63,soundscape_00063/soundscape_00063.wav,soundscape_00063/soundscape_00063.jams,soundscape_00063/soundscape_00063.txt,soundscape_00063/soundscape_00063_targets.json,7
64,soundscape_00064/soundscape_00064.wav,soundscape_00064/soundscape_00064.jams,soundscape_00064/soundscape_00064.txt,soundscape_00064/soundscape_00064_targets.json,8
65,soundscape_00065/soundscape_00065.wav,soundscape_00065/soundscape_00065.jams,soundscape_00065/soundscape_00065.txt,soundscape_00065/soundscape_00065_targets.json,6
66,soundscape_00066/soundscape_00066.wav,soundscape_00066/soundscape_00066.jams,soundscape_00066/soundscape_00066.txt,soundscape_00066/soundscape_00066_targets.json,10
67,soundscape_00067/soundscape_00067.wav,soundscape_00067/soundscape_00067.jams,soundscape_00067/soundscape_00067.txt,soundscape_00067/soundscape_00067_targets.json,9
68,soundscape_00068/soundscape_00068.wav,soundscape_00068/soundscape_00068.jams,soundscape_00068/soundscape_00068.txt,soundscape_00068/soundscape_00068_targets.json,7
69,soundscape_00069/soundscape_00069.wav,soundscape_00069/soundscape_00069.jams,soundscape_00069/soundscape_00069.txt,soundscape_00069/soundscape_00069_targets.json,5
70,soundscape_00070/soundscape_00070.wav,soundscape_00070/soundscape_00070.jams,soundscape_00070/soundscape_00070.txt,soundscape_00070/soundscape_00070_targets.json,8
71,soundscape_00071/soundscape_00071.wav,soundscape_00071/soundscape_00071.jams,soundscape_00071/soundscape_00071.txt,soundscape_00071/soundscape_00071_targets.json,10
72,soundscape_00072/soundscape_00072.wav,soundscape_00072/soundscape_00072.jams,soundscape_00072/soundscape_00072.txt,soundscape_00072/soundscape_00072_targets.json,10
73,soundscape_00073/soundscape_00073.wav,soundscape_00073/soundscape_00073.jams,soundscape_00073/soundscape_00073.txt,soundscape_00073/soundscape_00073_targets.json,9
74,soundscape_00074/soundscape_00074.wav,soundscape_00074/soundscape_00074.jams,soundscape_00074/soundscape_00074.txt,soundscape_00074/soundscape_00074_targets.json,6
75,soundscape_00075/soundscape_00075.wav,soundscape_00075/soundscape_00075.jams,soundscape_00075/soundscape_00075.txt,soundscape_00075/soundscape_00075_targets.json,8
76,soundscape_00076/soundscape_00076.wav,soundscape_00076/soundscape_00076.jams,soundscape_00076/soundscape_00076.txt,soundscape_00076/soundscape_00076_targets.json,8
77,soundscape_00077/soundscape_00077.wav,soundscape_00077/soundscape_00077.jams,soundscape_00077/soundscape_00077.txt,soundscape_00077/soundscape_00077_targets.json,5
78,soundscape_00078/soundscape_00078.wav,soundscape_00078/soundscape_00078.jams,soundscape_00078/soundscape_00078.txt,soundscape_00078/soundscape_00078_targets.json,9
79,soundscape_00079/soundscape_00079.wav,soundscape_00079/soundscape_00079.jams,soundscape_00079/soundscape_00079.txt,soundscape_00079/soundscape_00079_targets.json,5
80,soundscape_00080/soundscape_00080.wav,soundscape_00080/soundscape_00080.jams,soundscape_00080/soundscape_00080.txt,soundscape_00080/soundscape_00080_targets.json,10
81,soundscape_00081/soundscape_00081.wav,soundscape_00081/soundscape_00081.jams,soundscape_00081/soundscape_00081.txt,soundscape_00081/soundscape_00081_targets.json,5
82,soundscape_00082/soundscape_00082.wav,soundscape_00082/soundscape_00082.jams,soundscape_00082/soundscape_00082.txt,soundscape_00082/soundscape_00082_targets.json,9
83,soundscape_00083/soundscape_00083.wav,soundscape_00083/soundscape_00083.jams,soundscape_00083/soundscape_00083.txt,soundscape_00083/soundscape_00083_targets.json,9
84,soundscape_00084/soundscape_00084.wav,soundscape_00084/soundscape_00084.jams,soundscape_00084/soundscape_00084.txt,soundscape_00084/soundscape_00084_targets.json,8
85,soundscape_00085/soundscape_00085.wav,soundscape_00085/soundscape_00085.jams,soundscape_00085/soundscape_00085.txt,soundscape_00085/soundscape_00085_targets.json,9
86,soundscape_00086/soundscape_00086.wav,soundscape_00086/soundscape_00086.jams,soundscape_00086/soundscape_00086.txt,soundscape_00086/soundscape_00086_targets.json,10
87,soundscape_00087/soundscape_00087.wav,soundscape_00087/soundscape_00087.jams,soundscape_00087/soundscape_00087.txt,soundscape_00087/soundscape_00087_targets.json,8
88,soundscape_00088/soundscape_00088.wav,soundscape_00088/soundscape_00088.jams,soundscape_00088/soundscape_00088.txt,soundscape_00088/soundscape_00088_targets.json,8
89,soundscape_00089/soundscape_00089.wav,soundscape_00089/soundscape_00089.jams,soundscape_00089/soundscape_00089.txt,soundscape_00089/soundscape_00089_targets.json,10
90,soundscape_00090/soundscape_00090.wav,soundscape_00090/soundscape_00090.jams,soundscape_00090/soundscape_00090.txt,soundscape_00090/soundscape_00090_targets.json,8
91,soundscape_00091/soundscape_00091.wav,soundscape_00091/soundscape_00091.jams,soundscape_00091/soundscape_00091.txt,soundscape_00091/soundscape_00091_targets.json,9
92,soundscape_00092/soundscape_00092.wav,soundscape_00092/soundscape_00092.jams,soundscape_00092/soundscape_00092.txt,soundscape_00092/soundscape_00092_targets.json,7
93,soundscape_00093/soundscape_00093.wav,soundscape_00093/soundscape_00093.jams,soundscape_00093/soundscape_00093.txt,soundscape_00093/soundscape_00093_targets.json,10
94,soundscape_00094/soundscape_00094.wav,soundscape_00094/soundscape_00094.jams,soundscape_00094/soundscape_00094.txt,soundscape_00094/soundscape_00094_targets.json,5
95,soundscape_00095/soundscape_00095.wav,soundscape_00095/soundscape_00095.jams,soundscape_00095/soundscape_00095.txt,soundscape_00095/soundscape_00095_targets.json,7
96,soundscape_00096/soundscape_00096.wav,soundscape_00096/soundscape_00096.jams,soundscape_00096/soundscape_00096.txt,soundscape_00096/soundscape_00096_targets.json,9
97,soundscape_00097/soundscape_00097.wav,soundscape_00097/soundscape_00097.jams,soundscape_00097/soundscape_00097.txt,soundscape_00097/soundscape_00097_targets.json,5
98,soundscape_00098/soundscape_00098.wav,soundscape_00098/soundscape_00098.jams,soundscape_00098/soundscape_00098.txt,soundscape_00098/soundscape_00098_targets.json,7
99,soundscape_00099/soundscape_00099.wav,soundscape_00099/soundscape_00099.jams,soundscape_00099/soundscape_00099.txt,soundscape_00099/soundscape_00099_targets.json,10
100,soundscape_00100/soundscape_00100.wav,soundscape_00100/soundscape_00100.jams,soundscape_00100/soundscape_00100.txt,soundscape_00100/soundscape_00100_targets.json,9
101,soundscape_00101/soundscape_00101.wav,soundscape_00101/soundscape_00101.jams,soundscape_00101/soundscape_00101.txt,soundscape_00101/soundscape_00101_targets.json,6
102,soundscape_00102/soundscape_00102.wav,soundscape_00102/soundscape_00102.jams,soundscape_00102/soundscape_00102.txt,soundscape_00102/soundscape_00102_targets.json,7
103,soundscape_00103/soundscape_00103.wav,soundscape_00103/soundscape_00103.jams,soundscape_00103/soundscape_00103.txt,soundscape_00103/soundscape_00103_targets.json,8
104,soundscape_00104/soundscape_00104.wav,soundscape_00104/soundscape_00104.jams,soundscape_00104/soundscape_00104.txt,soundscape_00104/soundscape_00104_targets.json,9
105,soundscape_00105/soundscape_00105.wav,soundscape_00105/soundscape_00105.jams,soundscape_00105/soundscape_00105.txt,soundscape_00105/soundscape_00105_targets.json,6
106,soundscape_00106/soundscape_00106.wav,soundscape_00106/soundscape_00106.jams,soundscape_00106/soundscape_00106.txt,soundscape_00106/soundscape_00106_targets.json,8
107,soundscape_00107/soundscape_00107.wav,soundscape_00107/soundscape_00107.jams,soundscape_00107/soundscape_00107.txt,soundscape_00107/soundscape_00107_targets.json,5
108,soundscape_00108/soundscape_00108.wav,soundscape_00108/soundscape_00108.jams,soundscape_00108/soundscape_00108.txt,soundscape_00108/soundscape_00108_targets.json,5
109,soundscape_00109/soundscape_00109.wav,soundscape_00109/soundscape_00109.jams,soundscape_00109/soundscape_00109.txt,soundscape_00109/soundscape_00109_targets.json,8
110,soundscape_00110/soundscape_00110.wav,soundscape_00110/soundscape_00110.jams,soundscape_00110/soundscape_00110.txt,soundscape_00110/soundscape_00110_targets.json,8
111,soundscape_00111/soundscape_00111.wav,soundscape_00111/soundscape_00111.jams,soundscape_00111/soundscape_00111.txt,soundscape_00111/soundscape_00111_targets.json,7
112,soundscape_00112/soundscape_00112.wav,soundscape_00112/soundscape_00112.jams,soundscape_00112/soundscape_00112.txt,soundscape_00112/soundscape_00112_targets.json,6
113,soundscape_00113/soundscape_00113.wav,soundscape_00113/soundscape_00113.jams,soundscape_00113/soundscape_00113.txt,soundscape_00113/soundscape_00113_targets.json,6
114,soundscape_00114/soundscape_00114.wav,soundscape_00114/soundscape_00114.jams,soundscape_00114/soundscape_00114.txt,soundscape_00114/soundscape_00114_targets.json,5
115,soundscape_00115/soundscape_00115.wav,soundscape_00115/soundscape_00115.jams,soundscape_00115/soundscape_00115.txt,soundscape_00115/soundscape_00115_targets.json,8
116,soundscape_00116/soundscape_00116.wav,soundscape_00116/soundscape_00116.jams,soundscape_00116/soundscape_00116.txt,soundscape_00116/soundscape_00116_targets.json,6
117,soundscape_00117/soundscape_00117.wav,soundscape_00117/soundscape_00117.jams,soundscape_00117/soundscape_00117.txt,soundscape_00117/soundscape_00117_targets.json,5
118,soundscape_00118/soundscape_00118.wav,soundscape_00118/soundscape_00118.jams,soundscape_00118/soundscape_00118.txt,soundscape_00118/soundscape_00118_targets.json,7
119,soundscape_00119/soundscape_00119.wav,soundscape_00119/soundscape_00119.jams,soundscape_00119/soundscape_00119.txt,soundscape_00119/soundscape_00119_targets.json,7
120,soundscape_00120/soundscape_00120.wav,soundscape_00120/soundscape_00120.jams,soundscape_00120/soundscape_00120.txt,soundscape_00120/soundscape_00120_targets.json,6
121,soundscape_00121/soundscape_00121.wav,soundscape_00121/soundscape_00121.jams,soundscape_00121/soundscape_00121.txt,soundscape_00121/soundscape_00121_targets.json,6
122,soundscape_00122/soundscape_00122.wav,soundscape_00122/soundscape_00122.jams,soundscape_00122/soundscape_00122.txt,soundscape_00122/soundscape_00122_targets.json,10
123,soundscape_00123/soundscape_00123.wav,soundscape_00123/soundscape_00123.jams,soundscape_00123/soundscape_00123.txt,soundscape_00123/soundscape_00123_targets.json,5
124,soundscape_00124/soundscape_00124.wav,soundscape_00124/soundscape_00124.jams,soundscape_00124/soundscape_00124.txt,soundscape_00124/soundscape_00124_targets.json,10
125,soundscape_00125/soundscape_00125.wav,soundscape_00125/soundscape_00125.jams,soundscape_00125/soundscape_00125.txt,soundscape_00125/soundscape_00125_targets.json,7
126,soundscape_00126/soundscape_00126.wav,soundscape_00126/soundscape_00126.jams,soundscape_00126/soundscape_00126.txt,soundscape_00126/soundscape_00126_targets.json,6
127,soundscape_00127/soundscape_00127.wav,soundscape_00127/soundscape_00127.jams,soundscape_00127/soundscape_00127.txt,soundscape_00127/soundscape_00127_targets.json,8
128,soundscape_00128/soundscape_00128.wav,soundscape_00128/soundscape_00128.jams,soundscape_00128/soundscape_00128.txt,soundscape_00128/soundscape_00128_targets.json,9
129,soundscape_00129/soundscape_00129.wav,soundscape_00129/soundscape_00129.jams,soundscape_00129/soundscape_00129.txt,soundscape_00129/soundscape_00129_targets.json,8
130,soundscape_00130/soundscape_00130.wav,soundscape_00130/soundscape_00130.jams,soundscape_00130/soundscape_00130.txt,soundscape_00130/soundscape_00130_targets.json,9
131,soundscape_00131/soundscape_00131.wav,soundscape_00131/soundscape_00131.jams,soundscape_00131/soundscape_00131.txt,soundscape_00131/soundscape_00131_targets.json,7
132,soundscape_00132/soundscape_00132.wav,soundscape_00132/soundscape_00132.jams,soundscape_00132/soundscape_00132.txt,soundscape_00132/soundscape_00132_targets.json,10
133,soundscape_00133/soundscape_00133.wav,soundscape_00133/soundscape_00133.jams,soundscape_00133/soundscape_00133.txt,soundscape_00133/soundscape_00133_targets.json,8
134,soundscape_00134/soundscape_00134.wav,soundscape_00134/soundscape_00134.jams,soundscape_00134/soundscape_00134.txt,soundscape_00134/soundscape_00134_targets.json,9
135,soundscape_00135/soundscape_00135.wav,soundscape_00135/soundscape_00135.jams,soundscape_00135/soundscape_00135.txt,soundscape_00135/soundscape_00135_targets.json,7
136,soundscape_00136/soundscape_00136.wav,soundscape_00136/soundscape_00136.jams,soundscape_00136/soundscape_00136.txt,soundscape_00136/soundscape_00136_targets.json,10
137,soundscape_00137/soundscape_00137.wav,soundscape_00137/soundscape_00137.jams,soundscape_00137/soundscape_00137.txt,soundscape_00137/soundscape_00137_targets.json,7
138,soundscape_00138/soundscape_00138.wav,soundscape_00138/soundscape_00138.jams,soundscape_00138/soundscape_00138.txt,soundscape_00138/soundscape_00138_targets.json,8
139,soundscape_00139/soundscape_00139.wav,soundscape_00139/soundscape_00139.jams,soundscape_00139/soundscape_00139.txt,soundscape_00139/soundscape_00139_targets.json,7
140,soundscape_00140/soundscape_00140.wav,soundscape_00140/soundscape_00140.jams,soundscape_00140/soundscape_00140.txt,soundscape_00140/soundscape_00140_targets.json,8
141,soundscape_00141/soundscape_00141.wav,soundscape_00141/soundscape_00141.jams,soundscape_00141/soundscape_00141.txt,soundscape_00141/soundscape_00141_targets.json,7
142,soundscape_00142/soundscape_00142.wav,soundscape_00142/soundscape_00142.jams,soundscape_00142/soundscape_00142.txt,soundscape_00142/soundscape_00142_targets.json,5
143,soundscape_00143/soundscape_00143.wav,soundscape_00143/soundscape_00143.jams,soundscape_00143/soundscape_00143.txt,soundscape_00143/soundscape_00143_targets.json,10
144,soundscape_00144/soundscape_00144.wav,soundscape_00144/soundscape_00144.jams,soundscape_00144/soundscape_00144.txt,soundscape_00144/soundscape_00144_targets.json,6
145,soundscape_00145/soundscape_00145.wav,soundscape_00145/soundscape_00145.jams,soundscape_00145/soundscape_00145.txt,soundscape_00145/soundscape_00145_targets.json,8
146,soundscape_00146/soundscape_00146.wav,soundscape_00146/soundscape_00146.jams,soundscape_00146/soundscape_00146.txt,soundscape_00146/soundscape_00146_targets.json,10
147,soundscape_00147/soundscape_00147.wav,soundscape_00147/soundscape_00147.jams,soundscape_00147/soundscape_00147.txt,soundscape_00147/soundscape_00147_targets.json,5
148,soundscape_00148/soundscape_00148.wav,soundscape_00148/soundscape_00148.jams,soundscape_00148/soundscape_00148.txt,soundscape_00148/soundscape_00148_targets.json,5
149,soundscape_00149/soundscape_00149.wav,soundscape_00149/soundscape_00149.jams,soundscape_00149/soundscape_00149.txt,soundscape_00149/soundscape_00149_targets.json,6
150,soundscape_00150/soundscape_00150.wav,soundscape_00150/soundscape_00150.jams,soundscape_00150/soundscape_00150.txt,soundscape_00150/soundscape_00150_targets.json,8
151,soundscape_00151/soundscape_00151.wav,soundscape_00151/soundscape_00151.jams,soundscape_00151/soundscape_00151.txt,soundscape_00151/soundscape_00151_targets.json,9
152,soundscape_00152/soundscape_00152.wav,soundscape_00152/soundscape_00152.jams,soundscape_00152/soundscape_00152.txt,soundscape_00152/soundscape_00152_targets.json,9
153,soundscape_00153/soundscape_00153.wav,soundscape_00153/soundscape_00153.jams,soundscape_00153/soundscape_00153.txt,soundscape_00153/soundscape_00153_targets.json,9
154,soundscape_00154/soundscape_00154.wav,soundscape_00154/soundscape_00154.jams,soundscape_00154/soundscape_00154.txt,soundscape_00154/soundscape_00154_targets.json,6
155,soundscape_00155/soundscape_00155.wav,soundscape_00155/soundscape_00155.jams,soundscape_00155/soundscape_00155.txt,soundscape_00155/soundscape_00155_targets.json,5
156,soundscape_00156/soundscape_00156.wav,soundscape_00156/soundscape_00156.jams,soundscape_00156/soundscape_00156.txt,soundscape_00156/soundscape_00156_targets.json,10
157,soundscape_00157/soundscape_00157.wav,soundscape_00157/soundscape_00157.jams,soundscape_00157/soundscape_00157.txt,soundscape_00157/soundscape_00157_targets.json,5
158,soundscape_00158/soundscape_00158.wav,soundscape_00158/soundscape_00158.jams,soundscape_00158/soundscape_00158.txt,soundscape_00158/soundscape_00158_targets.json,7
159,soundscape_00159/soundscape_00159.wav,soundscape_00159/soundscape_00159.jams,soundscape_00159/soundscape_00159.txt,soundscape_00159/soundscape_00159_targets.json,10
160,soundscape_00160/soundscape_00160.wav,soundscape_00160/soundscape_00160.jams,soundscape_00160/soundscape_00160.txt,soundscape_00160/soundscape_00160_targets.json,5
161,soundscape_00161/soundscape_00161.wav,soundscape_00161/soundscape_00161.jams,soundscape_00161/soundscape_00161.txt,soundscape_00161/soundscape_00161_targets.json,10
162,soundscape_00162/soundscape_00162.wav,soundscape_00162/soundscape_00162.jams,soundscape_00162/soundscape_00162.txt,soundscape_00162/soundscape_00162_targets.json,8
163,soundscape_00163/soundscape_00163.wav,soundscape_00163/soundscape_00163.jams,soundscape_00163/soundscape_00163.txt,soundscape_00163/soundscape_00163_targets.json,7
164,soundscape_00164/soundscape_00164.wav,soundscape_00164/soundscape_00164.jams,soundscape_00164/soundscape_00164.txt,soundscape_00164/soundscape_00164_targets.json,8
165,soundscape_00165/soundscape_00165.wav,soundscape_00165/soundscape_00165.jams,soundscape_00165/soundscape_00165.txt,soundscape_00165/soundscape_00165_targets.json,8
166,soundscape_00166/soundscape_00166.wav,soundscape_00166/soundscape_00166.jams,soundscape_00166/soundscape_00166.txt,soundscape_00166/soundscape_00166_targets.json,10
167,soundscape_00167/soundscape_00167.wav,soundscape_00167/soundscape_00167.jams,soundscape_00167/soundscape_00167.txt,soundscape_00167/soundscape_00167_targets.json,9
168,soundscape_00168/soundscape_00168.wav,soundscape_00168/soundscape_00168.jams,soundscape_00168/soundscape_00168.txt,soundscape_00168/soundscape_00168_targets.json,7
169,soundscape_00169/soundscape_00169.wav,soundscape_00169/soundscape_00169.jams,soundscape_00169/soundscape_00169.txt,soundscape_00169/soundscape_00169_targets.json,10
